rank,secret_word,word,clue,connection_strength
49179,cat,growable,,hard_cutoff
49180,cat,thionyl,,hard_cutoff
49181,cat,tarradiddle,,hard_cutoff
49182,cat,daintiest,,hard_cutoff
49183,cat,helpmeet,,hard_cutoff
49184,cat,tenderfoot,,hard_cutoff
49185,cat,waxer,,hard_cutoff
49186,cat,stingless,,hard_cutoff
49187,cat,bombing,,hard_cutoff
49188,cat,fieldstone,,hard_cutoff
49189,cat,smokier,,hard_cutoff
49190,cat,exserting,,hard_cutoff
49191,cat,coredeemed,,hard_cutoff
49192,cat,glamourous,,hard_cutoff
49193,cat,chafed,,hard_cutoff
49194,cat,undiscoverable,,hard_cutoff
49195,cat,gnomist,,hard_cutoff
49196,cat,furnace,,hard_cutoff
49197,cat,princesse,,hard_cutoff
49198,cat,prismatic,,hard_cutoff
49199,cat,veinal,,hard_cutoff
49200,cat,oxytetracycline,,hard_cutoff
49201,cat,antenatal,,hard_cutoff
49202,cat,enframe,,hard_cutoff
49203,cat,outwrite,,hard_cutoff
49204,cat,susceptible,,hard_cutoff
49205,cat,nonbehavioral,,hard_cutoff
49206,cat,knackered,,hard_cutoff
49207,cat,remint,,hard_cutoff
49208,cat,reclaim,,hard_cutoff
49209,cat,medal,,hard_cutoff
49210,cat,echinococcosis,,hard_cutoff
49211,cat,adducer,,hard_cutoff
49212,cat,twattling,,hard_cutoff
49213,cat,elemi,,hard_cutoff
49214,cat,determination,,hard_cutoff
49215,cat,gamble,,hard_cutoff
49216,cat,unhasty,,hard_cutoff
49217,cat,zareeba,,hard_cutoff
49218,cat,zigzagged,,hard_cutoff
49219,cat,commutation,,hard_cutoff
49220,cat,archerfish,,hard_cutoff
49221,cat,doctorate,,hard_cutoff
49222,cat,chastiser,,hard_cutoff
49223,cat,conduplicate,,hard_cutoff
49224,cat,saturation,,hard_cutoff
49225,cat,nebuly,,hard_cutoff
49226,cat,rimy,,hard_cutoff
49227,cat,terrorist,,hard_cutoff
49228,cat,transcriptase,,hard_cutoff
49229,cat,dabbed,,hard_cutoff
49230,cat,pewholder,,hard_cutoff
49231,cat,toiletry,,hard_cutoff
49232,cat,veritable,,hard_cutoff
49233,cat,smallage,,hard_cutoff
49234,cat,lycee,,hard_cutoff
49235,cat,unlade,,hard_cutoff
49236,cat,whydah,,hard_cutoff
49237,cat,coryphaeus,,hard_cutoff
49238,cat,holm,,hard_cutoff
49239,cat,incarnation,,hard_cutoff
49240,cat,bloodworm,,hard_cutoff
49241,cat,melanite,,hard_cutoff
49242,cat,jiggliest,,hard_cutoff
49243,cat,cryptographic,,hard_cutoff
49244,cat,prebinding,,hard_cutoff
49245,cat,lousiest,,hard_cutoff
49246,cat,synaptic,,hard_cutoff
49247,cat,tawse,,hard_cutoff
49248,cat,skedaddler,,hard_cutoff
49249,cat,dentalium,,hard_cutoff
49250,cat,spurry,,hard_cutoff
49251,cat,euphorbia,,hard_cutoff
49252,cat,refining,,hard_cutoff
49253,cat,copingstone,,hard_cutoff
49254,cat,deacon,,hard_cutoff
49255,cat,mizzenmast,,hard_cutoff
49256,cat,acapnia,,hard_cutoff
49257,cat,sulci,,hard_cutoff
49258,cat,graphed,,hard_cutoff
49259,cat,nonreproducible,,hard_cutoff
49260,cat,zeitgeist,,hard_cutoff
49261,cat,stricken,,hard_cutoff
49262,cat,medicating,,hard_cutoff
49263,cat,binocle,,hard_cutoff
49264,cat,diplomat,,hard_cutoff
49265,cat,disentailing,,hard_cutoff
49266,cat,overnight,,hard_cutoff
49267,cat,wiliness,,hard_cutoff
49268,cat,gluon,,hard_cutoff
49269,cat,parian,,hard_cutoff
49270,cat,crusted,,hard_cutoff
49271,cat,pancreatic,,hard_cutoff
49272,cat,finnier,,hard_cutoff
49273,cat,carburised,,hard_cutoff
49274,cat,intermit,,hard_cutoff
49275,cat,upclimbing,,hard_cutoff
49276,cat,weskit,,hard_cutoff
49277,cat,argumenta,,hard_cutoff
49278,cat,troubleshot,,hard_cutoff
49279,cat,septum,,hard_cutoff
49280,cat,correlator,,hard_cutoff
49281,cat,saturnalia,,hard_cutoff
49282,cat,micropublisher,,hard_cutoff
49283,cat,imparked,,hard_cutoff
49284,cat,thrashed,,hard_cutoff
49285,cat,carcinogenic,,hard_cutoff
49286,cat,stratum,,hard_cutoff
49287,cat,heterotrophic,,hard_cutoff
49288,cat,deixis,,hard_cutoff
49289,cat,brigade,,hard_cutoff
49290,cat,pricelessly,,hard_cutoff
49291,cat,statistically,,hard_cutoff
49292,cat,exemplarily,,hard_cutoff
49293,cat,outkissed,,hard_cutoff
49294,cat,inconsumable,,hard_cutoff
49295,cat,organizable,,hard_cutoff
49296,cat,dioptric,,hard_cutoff
49297,cat,dirtiness,,hard_cutoff
49298,cat,propagating,,hard_cutoff
49299,cat,dressy,,hard_cutoff
49300,cat,unship,,hard_cutoff
49301,cat,imprinting,,hard_cutoff
49302,cat,boogeyman,,hard_cutoff
49303,cat,mastodonic,,hard_cutoff
49304,cat,decoupage,,hard_cutoff
49305,cat,rebidden,,hard_cutoff
49306,cat,deathless,,hard_cutoff
49307,cat,retitle,,hard_cutoff
49308,cat,metalise,,hard_cutoff
49309,cat,finesse,,hard_cutoff
49310,cat,ptotic,,hard_cutoff
49311,cat,apollo,,hard_cutoff
49312,cat,prepaid,,hard_cutoff
49313,cat,hearsing,,hard_cutoff
49314,cat,fumigate,,hard_cutoff
49315,cat,nonproductive,,hard_cutoff
49316,cat,stopgap,,hard_cutoff
49317,cat,wealth,,hard_cutoff
49318,cat,sweeting,,hard_cutoff
49319,cat,copastor,,hard_cutoff
49320,cat,slimy,,hard_cutoff
49321,cat,juggled,,hard_cutoff
49322,cat,pollenizer,,hard_cutoff
49323,cat,unchicly,,hard_cutoff
49324,cat,niggle,,hard_cutoff
49325,cat,gesturer,,hard_cutoff
49326,cat,limulus,,hard_cutoff
49327,cat,dribbly,,hard_cutoff
49328,cat,femtosecond,,hard_cutoff
49329,cat,sterilizer,,hard_cutoff
49330,cat,curmudgeon,,hard_cutoff
49331,cat,stickhandled,,hard_cutoff
49332,cat,heaume,,hard_cutoff
49333,cat,rampion,,hard_cutoff
49334,cat,paradoxical,,hard_cutoff
49335,cat,helicoptered,,hard_cutoff
49336,cat,shameful,,hard_cutoff
49337,cat,jabbing,,hard_cutoff
49338,cat,gleeting,,hard_cutoff
49339,cat,corrupted,,hard_cutoff
49340,cat,idlesse,,hard_cutoff
49341,cat,agonistically,,hard_cutoff
49342,cat,gossipping,,hard_cutoff
49343,cat,shaveling,,hard_cutoff
49344,cat,postdelivery,,hard_cutoff
49345,cat,pantomimist,,hard_cutoff
49346,cat,epigean,,hard_cutoff
49347,cat,bacchic,,hard_cutoff
49348,cat,harvestman,,hard_cutoff
49349,cat,refire,,hard_cutoff
49350,cat,solvable,,hard_cutoff
49351,cat,dreaded,,hard_cutoff
49352,cat,everduring,,hard_cutoff
49353,cat,amiability,,hard_cutoff
49354,cat,slothfully,,hard_cutoff
49355,cat,fictionize,,hard_cutoff
49356,cat,gorgonian,,hard_cutoff
49357,cat,hollower,,hard_cutoff
49358,cat,parliament,,hard_cutoff
49359,cat,disrelated,,hard_cutoff
49360,cat,indecisive,,hard_cutoff
49361,cat,humanist,,hard_cutoff
49362,cat,gillnetter,,hard_cutoff
49363,cat,frescoer,,hard_cutoff
49364,cat,blurriness,,hard_cutoff
49365,cat,nailer,,hard_cutoff
49366,cat,miniaturistic,,hard_cutoff
49367,cat,objectlessness,,hard_cutoff
49368,cat,toffee,,hard_cutoff
49369,cat,downing,,hard_cutoff
49370,cat,seedeater,,hard_cutoff
49371,cat,grosz,,hard_cutoff
49372,cat,smokelike,,hard_cutoff
49373,cat,phenanthrene,,hard_cutoff
49374,cat,rumbaing,,hard_cutoff
49375,cat,hymenia,,hard_cutoff
49376,cat,codifiability,,hard_cutoff
49377,cat,memorandum,,hard_cutoff
49378,cat,sleigh,,hard_cutoff
49379,cat,mislain,,hard_cutoff
49380,cat,tuckered,,hard_cutoff
49381,cat,detention,,hard_cutoff
49382,cat,decorating,,hard_cutoff
49383,cat,facilitator,,hard_cutoff
49384,cat,interpellator,,hard_cutoff
49385,cat,advantage,,hard_cutoff
49386,cat,navette,,hard_cutoff
49387,cat,ripest,,hard_cutoff
49388,cat,nerol,,hard_cutoff
49389,cat,osteomata,,hard_cutoff
49390,cat,wrester,,hard_cutoff
49391,cat,gatefold,,hard_cutoff
49392,cat,garboil,,hard_cutoff
49393,cat,flattener,,hard_cutoff
49394,cat,counterbid,,hard_cutoff
49395,cat,goldener,,hard_cutoff
49396,cat,garmented,,hard_cutoff
49397,cat,kailyard,,hard_cutoff
49398,cat,enorm,,hard_cutoff
49399,cat,diluvia,,hard_cutoff
49400,cat,stingingly,,hard_cutoff
49401,cat,ruse,,hard_cutoff
49402,cat,windgall,,hard_cutoff
49403,cat,teetering,,hard_cutoff
49404,cat,burgout,,hard_cutoff
49405,cat,quintuplet,,hard_cutoff
49406,cat,surroyal,,hard_cutoff
49407,cat,holotype,,hard_cutoff
49408,cat,reflower,,hard_cutoff
49409,cat,bearish,,hard_cutoff
49410,cat,plucky,,hard_cutoff
49411,cat,overflowing,,hard_cutoff
49412,cat,differentiate,,hard_cutoff
49413,cat,spirem,,hard_cutoff
49414,cat,extemporizer,,hard_cutoff
49415,cat,goban,,hard_cutoff
49416,cat,defrauder,,hard_cutoff
49417,cat,hireable,,hard_cutoff
49418,cat,hierodule,,hard_cutoff
49419,cat,chortle,,hard_cutoff
49420,cat,galvanized,,hard_cutoff
49421,cat,disbosom,,hard_cutoff
49422,cat,gaucho,,hard_cutoff
49423,cat,bandanna,,hard_cutoff
49424,cat,instrumental,,hard_cutoff
49425,cat,elaboration,,hard_cutoff
49426,cat,miasm,,hard_cutoff
49427,cat,centraler,,hard_cutoff
49428,cat,monomial,,hard_cutoff
49429,cat,waftage,,hard_cutoff
49430,cat,zayin,,hard_cutoff
49431,cat,inlaced,,hard_cutoff
49432,cat,acervate,,hard_cutoff
49433,cat,mavourneen,,hard_cutoff
49434,cat,polluting,,hard_cutoff
49435,cat,beriming,,hard_cutoff
49436,cat,uphoard,,hard_cutoff
49437,cat,microfilament,,hard_cutoff
49438,cat,familiarizing,,hard_cutoff
49439,cat,backfired,,hard_cutoff
49440,cat,myopy,,hard_cutoff
49441,cat,intraday,,hard_cutoff
49442,cat,cincturing,,hard_cutoff
49443,cat,radium,,hard_cutoff
49444,cat,preoccupation,,hard_cutoff
49445,cat,strangury,,hard_cutoff
49446,cat,hived,,hard_cutoff
49447,cat,fathoming,,hard_cutoff
49448,cat,gripe,,hard_cutoff
49449,cat,cordial,,hard_cutoff
49450,cat,vibration,,hard_cutoff
49451,cat,decedent,,hard_cutoff
49452,cat,underplot,,hard_cutoff
49453,cat,bicycling,,hard_cutoff
49454,cat,gyplure,,hard_cutoff
49455,cat,variedly,,hard_cutoff
49456,cat,outhomer,,hard_cutoff
49457,cat,transitively,,hard_cutoff
49458,cat,scrotum,,hard_cutoff
49459,cat,groove,,hard_cutoff
49460,cat,miswording,,hard_cutoff
49461,cat,thiol,,hard_cutoff
49462,cat,speciesism,,hard_cutoff
49463,cat,lutea,,hard_cutoff
49464,cat,realising,,hard_cutoff
49465,cat,groundfish,,hard_cutoff
49466,cat,turbocharged,,hard_cutoff
49467,cat,magnetically,,hard_cutoff
49468,cat,bowllike,,hard_cutoff
49469,cat,stockroom,,hard_cutoff
49470,cat,unsettled,,hard_cutoff
49471,cat,manslayer,,hard_cutoff
49472,cat,temporarily,,hard_cutoff
49473,cat,creaked,,hard_cutoff
49474,cat,vertigo,,hard_cutoff
49475,cat,jazziness,,hard_cutoff
49476,cat,dippable,,hard_cutoff
49477,cat,hewable,,hard_cutoff
49478,cat,beefsteak,,hard_cutoff
49479,cat,misreport,,hard_cutoff
49480,cat,nauseous,,hard_cutoff
49481,cat,appertaining,,hard_cutoff
49482,cat,intuitively,,hard_cutoff
49483,cat,overnighted,,hard_cutoff
49484,cat,defocussing,,hard_cutoff
49485,cat,defrosted,,hard_cutoff
49486,cat,interocean,,hard_cutoff
49487,cat,bemusement,,hard_cutoff
49488,cat,boney,,hard_cutoff
49489,cat,conodont,,hard_cutoff
49490,cat,nonrigid,,hard_cutoff
49491,cat,stolidest,,hard_cutoff
49492,cat,capitulating,,hard_cutoff
49493,cat,motivative,,hard_cutoff
49494,cat,shadowboxing,,hard_cutoff
49495,cat,lockable,,hard_cutoff
49496,cat,middorsal,,hard_cutoff
49497,cat,fard,,hard_cutoff
49498,cat,antisexist,,hard_cutoff
49499,cat,gosport,,hard_cutoff
49500,cat,ruminated,,hard_cutoff
49501,cat,reshine,,hard_cutoff
49502,cat,trampling,,hard_cutoff
49503,cat,deaerated,,hard_cutoff
49504,cat,thallium,,hard_cutoff
49505,cat,bioscientific,,hard_cutoff
49506,cat,gestating,,hard_cutoff
49507,cat,agnized,,hard_cutoff
49508,cat,unmasker,,hard_cutoff
49509,cat,incompatible,,hard_cutoff
49510,cat,reversed,,hard_cutoff
49511,cat,reexamine,,hard_cutoff
49512,cat,initialism,,hard_cutoff
49513,cat,topworked,,hard_cutoff
49514,cat,bedirtying,,hard_cutoff
49515,cat,bemix,,hard_cutoff
49516,cat,drubber,,hard_cutoff
49517,cat,krypton,,hard_cutoff
49518,cat,shortness,,hard_cutoff
49519,cat,franchised,,hard_cutoff
49520,cat,virgate,,hard_cutoff
49521,cat,idealizer,,hard_cutoff
49522,cat,miriest,,hard_cutoff
49523,cat,alluring,,hard_cutoff
49524,cat,clearheaded,,hard_cutoff
49525,cat,exchanging,,hard_cutoff
49526,cat,whithersoever,,hard_cutoff
49527,cat,cybernetical,,hard_cutoff
49528,cat,greyly,,hard_cutoff
49529,cat,parodist,,hard_cutoff
49530,cat,paperwork,,hard_cutoff
49531,cat,paprica,,hard_cutoff
49532,cat,caucussed,,hard_cutoff
49533,cat,petroglyph,,hard_cutoff
49534,cat,actinism,,hard_cutoff
49535,cat,pabulum,,hard_cutoff
49536,cat,swearing,,hard_cutoff
49537,cat,oxalis,,hard_cutoff
49538,cat,analysand,,hard_cutoff
49539,cat,peptic,,hard_cutoff
49540,cat,janisary,,hard_cutoff
49541,cat,relaunch,,hard_cutoff
49542,cat,pimping,,hard_cutoff
49543,cat,summerlong,,hard_cutoff
49544,cat,moneymaker,,hard_cutoff
49545,cat,soubrette,,hard_cutoff
49546,cat,decorticate,,hard_cutoff
49547,cat,misgiving,,hard_cutoff
49548,cat,droop,,hard_cutoff
49549,cat,sanjak,,hard_cutoff
49550,cat,dividing,,hard_cutoff
49551,cat,bustle,,hard_cutoff
49552,cat,ashplant,,hard_cutoff
49553,cat,inceptive,,hard_cutoff
49554,cat,opportunely,,hard_cutoff
49555,cat,sympetalous,,hard_cutoff
49556,cat,roughhoused,,hard_cutoff
49557,cat,outsmoked,,hard_cutoff
49558,cat,badging,,hard_cutoff
49559,cat,stampeding,,hard_cutoff
49560,cat,delphically,,hard_cutoff
49561,cat,commendable,,hard_cutoff
49562,cat,lend,,hard_cutoff
49563,cat,anastigmat,,hard_cutoff
49564,cat,heady,,hard_cutoff
49565,cat,sharpener,,hard_cutoff
49566,cat,dahl,,hard_cutoff
49567,cat,abmho,,hard_cutoff
49568,cat,adulate,,hard_cutoff
49569,cat,larkspur,,hard_cutoff
49570,cat,venturi,,hard_cutoff
49571,cat,freewheeled,,hard_cutoff
49572,cat,cristate,,hard_cutoff
49573,cat,brash,,hard_cutoff
49574,cat,flustered,,hard_cutoff
49575,cat,careworn,,hard_cutoff
49576,cat,rested,,hard_cutoff
49577,cat,fordoing,,hard_cutoff
49578,cat,nonsystematic,,hard_cutoff
49579,cat,photoproduct,,hard_cutoff
49580,cat,inhalation,,hard_cutoff
49581,cat,diagnoseable,,hard_cutoff
49582,cat,uncontrollable,,hard_cutoff
49583,cat,phenotypic,,hard_cutoff
49584,cat,hyperpure,,hard_cutoff
49585,cat,countless,,hard_cutoff
49586,cat,putatively,,hard_cutoff
49587,cat,funkier,,hard_cutoff
49588,cat,intension,,hard_cutoff
49589,cat,postimpact,,hard_cutoff
49590,cat,notching,,hard_cutoff
49591,cat,deflate,,hard_cutoff
49592,cat,radiophone,,hard_cutoff
49593,cat,beadle,,hard_cutoff
49594,cat,twelfth,,hard_cutoff
49595,cat,interrow,,hard_cutoff
49596,cat,baccalaureate,,hard_cutoff
49597,cat,pocked,,hard_cutoff
49598,cat,clamping,,hard_cutoff
49599,cat,tyrant,,hard_cutoff
49600,cat,ultrarapid,,hard_cutoff
49601,cat,fineable,,hard_cutoff
49602,cat,yataghan,,hard_cutoff
49603,cat,iodic,,hard_cutoff
49604,cat,viand,,hard_cutoff
49605,cat,bulimiac,,hard_cutoff
49606,cat,prefilled,,hard_cutoff
49607,cat,lamentation,,hard_cutoff
49608,cat,baffling,,hard_cutoff
49609,cat,incarcerated,,hard_cutoff
49610,cat,satirize,,hard_cutoff
49611,cat,millier,,hard_cutoff
49612,cat,repiner,,hard_cutoff
49613,cat,confinement,,hard_cutoff
49614,cat,duro,,hard_cutoff
49615,cat,cheesiness,,hard_cutoff
49616,cat,hybridization,,hard_cutoff
49617,cat,sashayed,,hard_cutoff
49618,cat,waxed,,hard_cutoff
49619,cat,jarovized,,hard_cutoff
49620,cat,repolling,,hard_cutoff
49621,cat,choanocyte,,hard_cutoff
49622,cat,platen,,hard_cutoff
49623,cat,ganja,,hard_cutoff
49624,cat,narrating,,hard_cutoff
49625,cat,cocarcinogenic,,hard_cutoff
49626,cat,turbeth,,hard_cutoff
49627,cat,observational,,hard_cutoff
49628,cat,torus,,hard_cutoff
49629,cat,lovelock,,hard_cutoff
49630,cat,appealer,,hard_cutoff
49631,cat,capaciously,,hard_cutoff
49632,cat,corynebacterial,,hard_cutoff
49633,cat,nurtured,,hard_cutoff
49634,cat,backcloth,,hard_cutoff
49635,cat,codesign,,hard_cutoff
49636,cat,embraceable,,hard_cutoff
49637,cat,chinkiest,,hard_cutoff
49638,cat,antique,,hard_cutoff
49639,cat,coappearing,,hard_cutoff
49640,cat,regius,,hard_cutoff
49641,cat,perennate,,hard_cutoff
49642,cat,noctambulist,,hard_cutoff
49643,cat,elytroid,,hard_cutoff
49644,cat,overpassed,,hard_cutoff
49645,cat,familial,,hard_cutoff
49646,cat,lollygagged,,hard_cutoff
49647,cat,procrastinated,,hard_cutoff
49648,cat,scaldic,,hard_cutoff
49649,cat,chairing,,hard_cutoff
49650,cat,nurturing,,hard_cutoff
49651,cat,etymology,,hard_cutoff
49652,cat,spoofing,,hard_cutoff
49653,cat,metropolitan,,hard_cutoff
49654,cat,repled,,hard_cutoff
49655,cat,disappeared,,hard_cutoff
49656,cat,beachgoer,,hard_cutoff
49657,cat,hydroxyl,,hard_cutoff
49658,cat,luminal,,hard_cutoff
49659,cat,audiophile,,hard_cutoff
49660,cat,supportable,,hard_cutoff
49661,cat,dockmaster,,hard_cutoff
49662,cat,unhairing,,hard_cutoff
49663,cat,collaborated,,hard_cutoff
49664,cat,dowable,,hard_cutoff
49665,cat,tattily,,hard_cutoff
49666,cat,glossed,,hard_cutoff
49667,cat,cleveite,,hard_cutoff
49668,cat,spurge,,hard_cutoff
49669,cat,birdlimed,,hard_cutoff
49670,cat,unshed,,hard_cutoff
49671,cat,breaksaway,,hard_cutoff
49672,cat,compel,,hard_cutoff
49673,cat,graphically,,hard_cutoff
49674,cat,scutellate,,hard_cutoff
49675,cat,treadler,,hard_cutoff
49676,cat,anaglyph,,hard_cutoff
49677,cat,whiplike,,hard_cutoff
49678,cat,unloving,,hard_cutoff
49679,cat,initially,,hard_cutoff
49680,cat,foiling,,hard_cutoff
49681,cat,incompleteness,,hard_cutoff
49682,cat,stirabout,,hard_cutoff
49683,cat,whisked,,hard_cutoff
49684,cat,heavenly,,hard_cutoff
49685,cat,manward,,hard_cutoff
49686,cat,circularize,,hard_cutoff
49687,cat,goodwill,,hard_cutoff
49688,cat,shapeless,,hard_cutoff
49689,cat,algorithmically,,hard_cutoff
49690,cat,coeliac,,hard_cutoff
49691,cat,ecclesiae,,hard_cutoff
49692,cat,droit,,hard_cutoff
49693,cat,presbyterian,,hard_cutoff
49694,cat,cubature,,hard_cutoff
49695,cat,percentile,,hard_cutoff
49696,cat,deformable,,hard_cutoff
49697,cat,horsepower,,hard_cutoff
49698,cat,dyeweed,,hard_cutoff
49699,cat,circulated,,hard_cutoff
49700,cat,assuror,,hard_cutoff
49701,cat,distort,,hard_cutoff
49702,cat,tenantless,,hard_cutoff
49703,cat,danced,,hard_cutoff
49704,cat,jambeaux,,hard_cutoff
49705,cat,gulfy,,hard_cutoff
49706,cat,invitingly,,hard_cutoff
49707,cat,solidago,,hard_cutoff
49708,cat,banderilla,,hard_cutoff
49709,cat,regorge,,hard_cutoff
49710,cat,misguessed,,hard_cutoff
49711,cat,threadier,,hard_cutoff
49712,cat,afore,,hard_cutoff
49713,cat,vestlike,,hard_cutoff
49714,cat,stifle,,hard_cutoff
49715,cat,mucose,,hard_cutoff
49716,cat,bacterially,,hard_cutoff
49717,cat,cadencing,,hard_cutoff
49718,cat,clerkish,,hard_cutoff
49719,cat,nightclubbed,,hard_cutoff
49720,cat,jadedly,,hard_cutoff
49721,cat,hilliest,,hard_cutoff
49722,cat,subacrid,,hard_cutoff
49723,cat,schoolman,,hard_cutoff
49724,cat,presleep,,hard_cutoff
49725,cat,grapery,,hard_cutoff
49726,cat,peperoni,,hard_cutoff
49727,cat,clumped,,hard_cutoff
49728,cat,limbic,,hard_cutoff
49729,cat,subgum,,hard_cutoff
49730,cat,lavaliere,,hard_cutoff
49731,cat,optimistically,,hard_cutoff
49732,cat,jived,,hard_cutoff
49733,cat,jism,,hard_cutoff
49734,cat,maximally,,hard_cutoff
49735,cat,upshifting,,hard_cutoff
49736,cat,dulia,,hard_cutoff
49737,cat,uncocked,,hard_cutoff
49738,cat,rewake,,hard_cutoff
49739,cat,acyloin,,hard_cutoff
49740,cat,lavendered,,hard_cutoff
49741,cat,finless,,hard_cutoff
49742,cat,trilled,,hard_cutoff
49743,cat,throttle,,hard_cutoff
49744,cat,stodging,,hard_cutoff
49745,cat,fleecing,,hard_cutoff
49746,cat,resistor,,hard_cutoff
49747,cat,striker,,hard_cutoff
49748,cat,perturbing,,hard_cutoff
49749,cat,reliably,,hard_cutoff
49750,cat,disyllabic,,hard_cutoff
49751,cat,redbait,,hard_cutoff
49752,cat,sandpile,,hard_cutoff
49753,cat,deceiving,,hard_cutoff
49754,cat,surprisal,,hard_cutoff
49755,cat,demoiselle,,hard_cutoff
49756,cat,painful,,hard_cutoff
49757,cat,oompahed,,hard_cutoff
49758,cat,groggy,,hard_cutoff
49759,cat,upgathering,,hard_cutoff
49760,cat,decretory,,hard_cutoff
49761,cat,dietary,,hard_cutoff
49762,cat,nightlife,,hard_cutoff
49763,cat,localizable,,hard_cutoff
49764,cat,congratulate,,hard_cutoff
49765,cat,hayfield,,hard_cutoff
49766,cat,linden,,hard_cutoff
49767,cat,hoaxed,,hard_cutoff
49768,cat,sceptering,,hard_cutoff
49769,cat,frizzing,,hard_cutoff
49770,cat,winned,,hard_cutoff
49771,cat,rectrix,,hard_cutoff
49772,cat,paraphrasing,,hard_cutoff
49773,cat,editorializing,,hard_cutoff
49774,cat,encina,,hard_cutoff
49775,cat,spatzle,,hard_cutoff
49776,cat,pilule,,hard_cutoff
49777,cat,culotte,,hard_cutoff
49778,cat,vocally,,hard_cutoff
49779,cat,manly,,hard_cutoff
49780,cat,humanising,,hard_cutoff
49781,cat,cleric,,hard_cutoff
49782,cat,mislay,,hard_cutoff
49783,cat,pyramidical,,hard_cutoff
49784,cat,nonobjective,,hard_cutoff
49785,cat,pebbliest,,hard_cutoff
49786,cat,joule,,hard_cutoff
49787,cat,uplifter,,hard_cutoff
49788,cat,stertor,,hard_cutoff
49789,cat,interpretable,,hard_cutoff
49790,cat,strangle,,hard_cutoff
49791,cat,unanchored,,hard_cutoff
49792,cat,histed,,hard_cutoff
49793,cat,furcular,,hard_cutoff
49794,cat,aftosa,,hard_cutoff
49795,cat,hanseling,,hard_cutoff
49796,cat,windbag,,hard_cutoff
49797,cat,outguessing,,hard_cutoff
49798,cat,impawn,,hard_cutoff
49799,cat,antrum,,hard_cutoff
49800,cat,sixte,,hard_cutoff
49801,cat,repining,,hard_cutoff
49802,cat,colonus,,hard_cutoff
49803,cat,decollated,,hard_cutoff
49804,cat,pragmatic,,hard_cutoff
49805,cat,inexpressive,,hard_cutoff
49806,cat,sainting,,hard_cutoff
49807,cat,aggressively,,hard_cutoff
49808,cat,hysterical,,hard_cutoff
49809,cat,unwhite,,hard_cutoff
49810,cat,boatswain,,hard_cutoff
49811,cat,vinery,,hard_cutoff
49812,cat,masonry,,hard_cutoff
49813,cat,calibrate,,hard_cutoff
49814,cat,ancestored,,hard_cutoff
49815,cat,transactional,,hard_cutoff
49816,cat,brooding,,hard_cutoff
49817,cat,riverboat,,hard_cutoff
49818,cat,pompadour,,hard_cutoff
49819,cat,plaque,,hard_cutoff
49820,cat,bedroomed,,hard_cutoff
49821,cat,externalize,,hard_cutoff
49822,cat,splurger,,hard_cutoff
49823,cat,auxetic,,hard_cutoff
49824,cat,expandability,,hard_cutoff
49825,cat,speciating,,hard_cutoff
49826,cat,reattacked,,hard_cutoff
49827,cat,conciseness,,hard_cutoff
49828,cat,semiautomatic,,hard_cutoff
49829,cat,pulsator,,hard_cutoff
49830,cat,antefix,,hard_cutoff
49831,cat,hotched,,hard_cutoff
49832,cat,threadless,,hard_cutoff
49833,cat,mountable,,hard_cutoff
49834,cat,refuser,,hard_cutoff
49835,cat,prepacking,,hard_cutoff
49836,cat,pastime,,hard_cutoff
49837,cat,saturnine,,hard_cutoff
49838,cat,monofuel,,hard_cutoff
49839,cat,planter,,hard_cutoff
49840,cat,acceleration,,hard_cutoff
49841,cat,reprogrammed,,hard_cutoff
49842,cat,debonair,,hard_cutoff
49843,cat,logrolled,,hard_cutoff
49844,cat,counterprogramming,,hard_cutoff
49845,cat,prophasic,,hard_cutoff
49846,cat,sycamore,,hard_cutoff
49847,cat,furlong,,hard_cutoff
